1-Wire/iButton Part Number: DS1922E
1-Wire/iButton Registration Number: 460000001C384341
Mission in Progress?  true
SUTA Mission?  false
Waiting for Temperature Alarm?  false
Sample Rate:  Every 886 second(s)
Mission Start Time:  Sun Jul 28 10:00:01 AST 2013
Mission Sample Count:  8192
Roll Over Enabled?  true(rolled over occurred)
First Sample Timestamp:  Wed Aug 21 13:35:31 AST 2013
Total Mission Samples:  10547
Total Device Samples:  10554
Temperature Logging:  0.5 C
Temperature High Alarm:  disabled
Temperature Low Alarm:  disabled
Data Logging:  disabled
Data High Alarm:  disabled
Data Low Alarm:  disabled

Date/Time,Unit,Value
8/23/13 12:47:09 AM,C,29
8/23/13 1:01:55 AM,C,29
8/23/13 1:16:41 AM,C,29
8/23/13 1:31:27 AM,C,29
8/23/13 1:46:13 AM,C,29
8/23/13 2:00:59 AM,C,29
8/23/13 2:15:45 AM,C,29
8/23/13 2:30:31 AM,C,28.5
8/23/13 2:45:17 AM,C,28.5
8/23/13 3:00:03 AM,C,28.5
8/23/13 3:14:49 AM,C,28.5
8/23/13 3:29:35 AM,C,28.5
8/23/13 3:44:21 AM,C,28.5
8/23/13 3:59:07 AM,C,28.5
8/23/13 4:13:53 AM,C,28.5
8/23/13 4:28:39 AM,C,28.5
8/23/13 4:43:25 AM,C,28
8/23/13 4:58:11 AM,C,28
8/23/13 5:12:57 AM,C,28
8/23/13 5:27:43 AM,C,28
8/23/13 5:42:29 AM,C,27.5
8/23/13 5:57:15 AM,C,27.5
8/23/13 6:12:01 AM,C,28
8/23/13 6:26:47 AM,C,28
8/23/13 6:41:33 AM,C,28
8/23/13 6:56:19 AM,C,28
8/23/13 7:11:05 AM,C,27.5
8/23/13 7:25:51 AM,C,27.5
8/23/13 7:40:37 AM,C,27.5
8/23/13 7:55:23 AM,C,27
8/23/13 8:10:09 AM,C,27

